State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
LA,Bayou Cove Peaking Power Plant,55433,CTG-3,,2016,"ARP, CSNOXOS",6,,Acadia Parish,LA001,1,Electric Utility,30.2825,-92.5994,NRG South Central - Bayou Cove,NRG South Central - Bayou Cove,Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,7/19/02,Operating,1073
LA,Bayou Cove Peaking Power Plant,55433,CTG-4,,2016,"ARP, CSNOXOS",6,,Acadia Parish,LA001,1,Electric Utility,30.2825,-92.5994,NRG South Central - Bayou Cove,NRG South Central - Bayou Cove,Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,9/27/02,Operating,1073
LA,Big Cajun 1,1464,1B1,,2016,"CSNOXOS, ARP",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.6736,-91.3525,"Louisiana Generating, LLC","Louisiana Generating, LLC",Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,"Low NOx Burner Technology (Dry Bottom only) (Began Jul 01, 2016)<br>Other (Began Jul 01, 2016)",,,5/1/72,Operating,1250
LA,Big Cajun 1,1464,1B2,,2016,"CSNOXOS, ARP",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.6736,-91.3525,"Louisiana Generating, LLC","Louisiana Generating, LLC",Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,"Low NOx Burner Technology (Dry Bottom only) (Began Jul 01, 2016)<br>Other (Began Jul 01, 2016)",,,2/1/72,Operating,1250
LA,Big Cajun 1,1464,CTG1,,2016,"ARP, CSNOXOS",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.6736,-91.3525,"Big Cajun 1 Peaking Power, LLC","Louisiana Generating, LLC",Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,6/1/01,Operating,1638
LA,Big Cajun 1,1464,CTG2,,2016,"ARP, CSNOXOS",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.6736,-91.3525,"Big Cajun 1 Peaking Power, LLC","Louisiana Generating, LLC",Gary C Ellender (152),"Bill Ellis (603453) (Ended Oct 11, 2016)<br>John P Robertson (603905) (Started Oct 11, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,7/1/01,Operating,1638
LA,Big Cajun 2,6055,2B1,,2016,"ARP, MATS, CSNOXOS",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.7261,-91.3669,"Louisiana Generating, LLC","Louisiana Generating, LLC",Gary C Ellender (152),John P Robertson (603905),Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,"Diesel Oil, Pipeline Natural Gas",,Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction,Electrostatic Precipitator,Halogenated PAC Sorbent Injection,7/1/80,Operating,7200
LA,Big Cajun 2,6055,2B2,,2016,"ARP, CSNOXOS",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.7261,-91.3669,"Louisiana Generating, LLC","Louisiana Generating, LLC",Gary C Ellender (152),John P Robertson (603905),Phase 2,Early Election,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction<br>Other,,,3/1/81,Operating,7200
LA,Big Cajun 2,6055,2B3,,2016,"ARP, MATS, CSNOXOS",6,SPP,Pointe Coupee Parish,LA077,77,Electric Utility,30.7261,-91.3669,"Entergy Corporation, Louisiana Generating, LLC","Louisiana Generating, LLC",Gary C Ellender (152),John P Robertson (603905),Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,,Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,1/1/84,Operating,7200
LA,Brame Energy Center,6190,1,,2016,"ARP, CSNOXOS",6,SPP,Rapides Parish,LA079,79,Electric Utility,31.395,-92.7167,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),"Greg Coco Mr. (608038) (Ended Jul 13, 2016)<br>George Broussard (608431) (Started Jul 13, 2016)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,11/28/72,Operating,5004
LA,Brame Energy Center,6190,2,,2016,"ARP, MATS, CSNOXOS",6,SPP,Rapides Parish,LA079,79,Electric Utility,31.395,-92.7167,"Cleco Power LLC, Lafayette Public Power Authority, Louisiana Energy & Power Authority",Cleco Power LLC,Robert LaBorde Jr (603227),"Greg Coco Mr. (608038) (Ended Jul 13, 2016)<br>George Broussard (608431) (Started Jul 13, 2016)",Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,,,Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction,Baghouse<br>Electrostatic Precipitator,,4/8/75,Operating,6534
LA,Brame Energy Center,6190,1-Mar,,2016,"CSNOXOS, ARP, MATS",6,SPP,Rapides Parish,LA079,79,Electric Utility,31.395,-92.7167,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),"Greg Coco Mr. (608038) (Ended Jul 13, 2016)<br>George Broussard (608431) (Started Jul 13, 2016)",Phase 2,,Circulating fluidized bed boiler,Petroleum Coke,Coal,Dry Lime FGD,Selective Non-catalytic Reduction,Baghouse,,11/14/09,Operating,3750
LA,Brame Energy Center,6190,2-Mar,,2016,"CSNOXOS, ARP, MATS",6,SPP,Rapides Parish,LA079,79,Electric Utility,31.395,-92.7167,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),"Greg Coco Mr. (608038) (Ended Jul 13, 2016)<br>George Broussard (608431) (Started Jul 13, 2016)",Phase 2,,Circulating fluidized bed boiler,Petroleum Coke,Coal,Dry Lime FGD,Selective Non-catalytic Reduction,Baghouse,,11/5/09,Operating,3750
LA,Calcasieu Plant,55165,GTG1,,2016,"ARP, CSNOXOS",6,,Calcasieu Parish,LA019,19,Electric Utility,30.1603,-93.3458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,5/17/00,Operating,1950
LA,Calcasieu Plant,55165,GTG2,,2016,"ARP, CSNOXOS",6,,Calcasieu Parish,LA019,19,Electric Utility,30.1603,-93.3458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,4/13/01,Operating,2100
LA,Carville Energy Center,55404,COG01,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.2292,-91.065,"Carville Energy, LLC","Calpine Operating Services Company, Inc.",Reg Jones (3038),Kathy French (605624),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners,,,6/17/03,Operating,2493
LA,Carville Energy Center,55404,COG02,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.2292,-91.065,"Carville Energy, LLC","Calpine Operating Services Company, Inc.",Reg Jones (3038),Kathy French (605624),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners,,,8/1/03,Operating,2493
LA,Coughlin Power Station,1396,1-Jun,,2016,"CSNOXOS, ARP",6,MAPP,Evangeline Parish,LA039,39,Electric Utility,30.8442,-92.2606,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),Joseph W Sepulvado (2262),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,2/23/00,Operating,2099
LA,Coughlin Power Station,1396,1-Jul,,2016,"CSNOXOS, ARP",6,MAPP,Evangeline Parish,LA039,39,Electric Utility,30.8442,-92.2606,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),Joseph W Sepulvado (2262),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,2/23/00,Operating,2099
LA,Coughlin Power Station,1396,2-Jul,,2016,"CSNOXOS, ARP",6,MAPP,Evangeline Parish,LA039,39,Electric Utility,30.8442,-92.2606,Cleco Power LLC,Cleco Power LLC,Robert LaBorde Jr (603227),Joseph W Sepulvado (2262),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/27/00,Operating,1978
LA,D G Hunter,6558,3,,2016,ARP,6,SPP,Rapides Parish,LA079,79,Electric Utility,31.321,-92.4626,City of Alexandria,City of Alexandria,Darren Sigur (607374),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,,,,1/1/65,Operating (Retired 03/20/2016),685
LA,Doc Bonin,1443,1,,2016,"CSNOXOS, ARP",6,SPP,Lafayette Parish,LA055,55,Electric Utility,30.2368,-92.0476,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,4/1/65,Operating,596
LA,Doc Bonin,1443,2,,2016,"CSNOXOS, ARP",6,SPP,Lafayette Parish,LA055,55,Electric Utility,30.2368,-92.0476,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,,,,6/1/70,Operating,974
LA,Doc Bonin,1443,3,,2016,"CSNOXOS, ARP",6,SPP,Lafayette Parish,LA055,55,Electric Utility,30.2368,-92.0476,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,Overfire Air,,,1/1/77,Operating,1792
LA,Dolet Hills Power Station,51,1,,2016,"CSNOXOS, ARP, MATS",6,SPP,De Soto Parish,LA031,31,Electric Utility,32.0306,-93.5692,"Cleco Power LLC, Northeast Texas Electric Cooperative, Oklahoma Municipal Power Authority, Southwestern Electric Power Company",Cleco Power LLC,Robert LaBorde Jr (603227),Patrick Dupuy (601202),Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction,Baghouse,,4/25/86,Operating,7600
LA,Hargis-Hebert Electric Generating Statio,56283,U-1,,2016,"CSNOXOS, ARP",6,,Lafayette Parish,LA055,55,Electric Utility,30.1694,-91.9923,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,4/27/06,Operating,510
LA,Hargis-Hebert Electric Generating Statio,56283,U-2,,2016,"CSNOXOS, ARP",6,,Lafayette Parish,LA055,55,Electric Utility,30.1694,-91.9923,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,4/18/06,Operating,510
LA,Houma,1439,15,,2016,"CSNOXOS, ARP",6,SPP,Terrebonne Parish,LA109,109,Electric Utility,29.5808,-90.7222,Terrebonne Parish,Terrebonne Parish,Cyr LeBoeuf (604931),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,5/1/69,Operating,450
LA,Houma,1439,16,,2016,"CSNOXOS, ARP",6,SPP,Terrebonne Parish,LA109,109,Electric Utility,29.5808,-90.7222,Terrebonne Parish,Terrebonne Parish,Cyr LeBoeuf (604931),,Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,5/1/76,Operating,550
LA,LEPA Unit No. 1,58478,CC01,,2016,"CSNOXOS, ARP",6,,St. Mary Parish,LA101,101,Electric Utility,29.6913,-91.193,Louisiana Energy & Power Authority,Louisiana Energy & Power Authority,Kevin W Bihm (2121),Jerome Brunet (608050),Phase 2,,Combined cycle,Pipeline Natural Gas,,,"Water Injection (Began Mar 03, 2016)",,,11/14/15,Operating,600
LA,Lieberman Power Plant,1417,3,,2016,"CSNOXOS, ARP",6,SPP,Caddo Parish,LA017,17,Electric Utility,32.7047,-93.9597,Southwestern Electric Power Company,Southwestern Electric Power Company,John M McManus (1),John C Hendricks (605837),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,5/1/57,Operating,1170
LA,Lieberman Power Plant,1417,4,,2016,"CSNOXOS, ARP",6,SPP,Caddo Parish,LA017,17,Electric Utility,32.7047,-93.9597,Southwestern Electric Power Company,Southwestern Electric Power Company,John M McManus (1),John C Hendricks (605837),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,4/1/59,Operating,1150
LA,Little Gypsy,1402,2,,2016,"CSNOXOS, ARP",6,,St. Charles Parish,LA089,89,Electric Utility,30.0033,-90.4611,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,Combustion Modification/Fuel Reburning,,,12/1/65,Operating,4755
LA,Little Gypsy,1402,3,,2016,"CSNOXOS, ARP",6,,St. Charles Parish,LA089,89,Electric Utility,30.0033,-90.4611,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Combustion Modification/Fuel Reburning,,,2/1/69,Operating,5750
LA,Louisiana 1,1391,1A,,2016,"CSNOXOS, ARP",6,SPP,East Baton Rouge Parish,LA033,33,Electric Utility,30.4903,-91.1875,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Tangentially-fired,Process Gas,Diesel Oil,,Low NOx Burner Technology w/ Closed-coupled OFA,,,9/1/51,Operating,845
LA,Louisiana 1,1391,2A,,2016,"CSNOXOS, ARP",6,SPP,East Baton Rouge Parish,LA033,33,Electric Utility,30.4903,-91.1875,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Tangentially-fired,Process Gas,Diesel Oil,,Low NOx Burner Technology w/ Closed-coupled OFA,,,9/1/51,Operating,825
LA,Louisiana 1,1391,3A,,2016,"CSNOXOS, ARP",6,SPP,East Baton Rouge Parish,LA033,33,Electric Utility,30.4903,-91.1875,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Tangentially-fired,Process Gas,Diesel Oil,,Low NOx Burner Technology w/ Closed-coupled OFA,,,9/1/51,Operating,872
LA,Louisiana 1,1391,4A,,2016,"CSNOXOS, ARP",6,SPP,East Baton Rouge Parish,LA033,33,Electric Utility,30.4903,-91.1875,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Process Gas,,,Water Injection,,,1/1/88,Operating,2550
LA,Louisiana 1,1391,5A,,2016,"CSNOXOS, ARP",6,SPP,East Baton Rouge Parish,LA033,33,Electric Utility,30.4903,-91.1875,"Entergy Corporation, ExxonMobil Oil Corporation",Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Process Gas,,,Dry Low NOx Burners,,,4/1/99,Operating,2665
LA,Michoud,1409,1,,2016,"CSNOXOS, ARP",6,SPP,Orleans Parish,LA071,71,Electric Utility,30.0081,-89.9372,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,4/1/57,Operating (Retired 06/01/2016),250
LA,Michoud,1409,2,,2016,"CSNOXOS, ARP",6,SPP,Orleans Parish,LA071,71,Electric Utility,30.0081,-89.9372,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,12/1/62,Operating (Retired 06/01/2016),2500
LA,Michoud,1409,3,,2016,"CSNOXOS, ARP",6,SPP,Orleans Parish,LA071,71,Electric Utility,30.0081,-89.9372,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Combustion Modification/Fuel Reburning,,,6/1/67,Operating (Retired 06/01/2016),5800
LA,Ninemile Point,1403,3,,2016,"CSNOXOS, ARP",6,SPP,Jefferson Parish,LA051,51,Electric Utility,29.9472,-90.1458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,8/1/55,Operating (Retired 11/01/2016),1366
LA,Ninemile Point,1403,4,,2016,"CSNOXOS, ARP",6,SPP,Jefferson Parish,LA051,51,Electric Utility,29.9472,-90.1458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,Combustion Modification/Fuel Reburning,,,1/1/71,Operating,7405
LA,Ninemile Point,1403,5,,2016,"CSNOXOS, ARP",6,SPP,Jefferson Parish,LA051,51,Electric Utility,29.9472,-90.1458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,Combustion Modification/Fuel Reburning,,,1/1/73,Operating,7450
LA,Ninemile Point,1403,6A,,2016,"CSNOXOS, ARP",6,SPP,Jefferson Parish,LA051,51,Electric Utility,29.9472,-90.1458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,8/14/14,Operating,2020
LA,Ninemile Point,1403,6B,,2016,"CSNOXOS, ARP",6,SPP,Jefferson Parish,LA051,51,Electric Utility,29.9472,-90.1458,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,9/4/14,Operating,2020
LA,Ouachita Plant,55467,CTGEN1,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.7056,-92.0697,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,5/31/02,Operating,2100
LA,Ouachita Plant,55467,CTGEN2,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.7056,-92.0697,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,6/12/02,Operating,2110
LA,Ouachita Plant,55467,CTGEN3,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.7056,-92.0697,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,6/29/02,Operating,2100
LA,Perryville Power Station,55620,1-Jan,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.6914,-92.0192,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,6/15/02,Operating,2200
LA,Perryville Power Station,55620,2-Jan,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.6914,-92.0192,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,11/1/01,Operating,2283
LA,Perryville Power Station,55620,1-Feb,,2016,"ARP, CSNOXOS",6,,Ouachita Parish,LA073,73,Electric Utility,32.6914,-92.0192,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,5/10/01,Operating,2200
LA,Plaquemine Cogen Facility,55419,500,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.3215,-91.2392,Dow Chemical Company,Dow Chemical Company,Paul Soileau (604021),,Phase 2,,Combined cycle,Natural Gas,"Other Gas, Process Gas",,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/18/04,Operating,2603
LA,Plaquemine Cogen Facility,55419,600,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.3215,-91.2392,Dow Chemical Company,Dow Chemical Company,Paul Soileau (604021),,Phase 2,,Combined cycle,Natural Gas,"Other Gas, Process Gas",,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/18/04,Operating,2603
LA,Plaquemine Cogen Facility,55419,700,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.3215,-91.2392,Dow Chemical Company,Dow Chemical Company,Paul Soileau (604021),,Phase 2,,Combined cycle,Natural Gas,"Other Gas, Process Gas",,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/18/04,Operating,2603
LA,Plaquemine Cogen Facility,55419,800,,2016,"ARP, CSNOXOS",6,,Iberville Parish,LA047,47,Cogeneration,30.3215,-91.2392,Dow Chemical Company,Dow Chemical Company,Paul Soileau (604021),,Phase 2,,Combined cycle,Natural Gas,"Other Gas, Process Gas",,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,3/18/04,Operating,2603
LA,R S Cogen LLC,55117,RS-5,,2016,"ARP, CSNOXOS",6,,Calcasieu Parish,LA019,19,Cogeneration,30.221,-93.2826,"R S Cogen, LLC",Eagle US 2 LLC,"Jeff Barker (607580) (Ended Mar 09, 2016)<br>Stewart K Moosman (608270) (Started Mar 09, 2016) (Ended Sep 08, 2016)<br>Anthony Bonilla (608481) (Started Sep 08, 2016)","Benjamin D Nunez (604131) (Ended Mar 09, 2016)<br>Roman Ryder (608271) (Started Mar 09, 2016) (Ended Sep 08, 2016)<br>David Hamilla (608482) (Started Sep 08, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,5/31/02,Operating,2155
LA,R S Cogen LLC,55117,RS-6,,2016,"ARP, CSNOXOS",6,,Calcasieu Parish,LA019,19,Cogeneration,30.221,-93.2826,"R S Cogen, LLC",Eagle US 2 LLC,"Jeff Barker (607580) (Ended Mar 09, 2016)<br>Stewart K Moosman (608270) (Started Mar 09, 2016) (Ended Sep 08, 2016)<br>Anthony Bonilla (608481) (Started Sep 08, 2016)","Benjamin D Nunez (604131) (Ended Mar 09, 2016)<br>Roman Ryder (608271) (Started Mar 09, 2016) (Ended Sep 08, 2016)<br>David Hamilla (608482) (Started Sep 08, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,6/6/02,Operating,2155
LA,R S Nelson,1393,4,,2016,"CSNOXOS, ARP",6,SPP,Calcasieu Parish,LA019,19,Electric Utility,30.2861,-93.2917,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Combustion Modification/Fuel Reburning,,,7/4/70,Operating,5469
LA,R S Nelson,1393,6,,2016,"CSNOXOS, ARP, MATS",6,SPP,Calcasieu Parish,LA019,19,Electric Utility,30.2861,-93.2917,"Entergy Corporation, Sam Rayburn G & T, Inc, Sam Rayburn Municipal Power Agency",Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,Early Election,Tangentially-fired,Coal,Residual Oil,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,Additives to Enhance PAC and Existing Equipment Performance,5/31/82,Operating,6790
LA,Sterlington,1404,7AB,,2016,"CSNOXOS, ARP",6,SPP,Ouachita Parish,LA073,73,Electric Utility,32.7047,-92.0792,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,,,,8/1/74,Operating,1072
LA,Sterlington,1404,7C,,2016,"CSNOXOS, ARP",6,SPP,Ouachita Parish,LA073,73,Electric Utility,32.7047,-92.0792,Entergy Corporation,Entergy Corporation,Peter Norgeot (607938),Myra Glover (500537),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,,,,9/1/74,Operating,1072
LA,T J Labbe Electric Generating Station,56108,U-1,,2016,"CSNOXOS, ARP",6,,Lafayette Parish,LA055,55,Electric Utility,30.2554,-92.0433,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,6/24/05,Operating,510
LA,T J Labbe Electric Generating Station,56108,U-2,,2016,"CSNOXOS, ARP",6,,Lafayette Parish,LA055,55,Electric Utility,30.2554,-92.0433,Lafayette Utilities System,Lafayette Utilities System,Jeffrey B Stewart (607490),Stacee R Dunbar (602653),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,7/1/05,Operating,510
LA,Taft Cogeneration Facility,55089,CT1,,2016,"ARP, CSNOXOS",6,,St. Charles Parish,LA089,89,Cogeneration,29.9861,-90.4575,Occidental Chemical Corporation,Occidental Chemical Corporation,Louis C Palmer (608059),Joseph W Bergeron (1311),Phase 2,,Combined cycle,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners,,,7/15/02,Operating,2385
LA,Taft Cogeneration Facility,55089,CT2,,2016,"ARP, CSNOXOS",6,,St. Charles Parish,LA089,89,Cogeneration,29.9861,-90.4575,Occidental Chemical Corporation,Occidental Chemical Corporation,Louis C Palmer (608059),Joseph W Bergeron (1311),Phase 2,,Combined cycle,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners,,,8/9/02,Operating,2385
LA,Taft Cogeneration Facility,55089,CT3,,2016,"ARP, CSNOXOS",6,,St. Charles Parish,LA089,89,Cogeneration,29.9861,-90.4575,Occidental Chemical Corporation,Occidental Chemical Corporation,Louis C Palmer (608059),Joseph W Bergeron (1311),Phase 2,,Combined cycle,Pipeline Natural Gas,Other Gas,,Dry Low NOx Burners,,,9/6/02,Operating,2385
