State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
PA,Ontelaunee Energy Center,55193,CT1,,2016,ARP,8001.73,12,2218231.12,,4.412,0.007,49.849,873942.592,1.47E+07,3,,Berks County,Electric Utility,"Ontelaunee Power Operating Company, LLC","Ontelaunee Power Operating Company, LLC","CAIRNOX : John W Goodman III (607855) (Ended Aug 11, 2016),CSNOX : John W Goodman III (607855),CAIROS : John W Goodman III (607855) (Ended Aug 11, 2016),CSSO2G1 : John W Goodman III (607855),CSOSG2 : John W Goodman III (607855) (Started Dec 14, 2016),ARP : John W Goodman III (607855),CSNOXOS : John W Goodman III (607855)","CAIRNOX : Cynthia Vodopivec (603383) (Ended Aug 11, 2016),CSNOX : Cynthia Vodopivec (603383),CAIROS : Cynthia Vodopivec (603383) (Ended Aug 11, 2016),CSSO2G1 : Cynthia Vodopivec (603383),CSOSG2 : Cynthia Vodopivec (603383) (Started Dec 14, 2016),ARP : Cynthia Vodopivec (603383),CSNOXOS : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,40.4219,-75.9353
PA,Ontelaunee Energy Center,55193,CT2,,2016,ARP,7895.86,12,2201388.37,,4.345,0.0074,51.921,860757.962,1.45E+07,3,,Berks County,Electric Utility,"Ontelaunee Power Operating Company, LLC","Ontelaunee Power Operating Company, LLC","CSNOXOS : John W Goodman III (607855),CAIRNOX : John W Goodman III (607855) (Ended Aug 11, 2016),CAIROS : John W Goodman III (607855) (Ended Aug 11, 2016),CSOSG2 : John W Goodman III (607855) (Started Dec 14, 2016),ARP : John W Goodman III (607855),CSNOX : John W Goodman III (607855),CSSO2G1 : John W Goodman III (607855)","CSNOXOS : Cynthia Vodopivec (603383),CAIRNOX : Cynthia Vodopivec (603383) (Ended Aug 11, 2016),CAIROS : Cynthia Vodopivec (603383) (Ended Aug 11, 2016),CSOSG2 : Cynthia Vodopivec (603383) (Started Dec 14, 2016),ARP : Cynthia Vodopivec (603383),CSNOX : Cynthia Vodopivec (603383),CSSO2G1 : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,40.4219,-75.9353
PA,PEI Power Corporation,50279,2,,2016,ARP,132.94,12,5644.01,,0.016,0.0798,2.064,3210.611,54021.924,3,,Lackawanna County,Electric Utility,"Cayuga Power, PEI Power Corporation",PEI Power Corporation,"CSSO2G1 : Frank Rainey (1168),CSOSG2 : Frank Rainey (1168) (Started Dec 14, 2016),CAIRNOX : Frank Rainey (1168) (Ended Aug 11, 2016),CSNOXOS : Frank Rainey (1168),ARP : Frank Rainey (1168),CAIROS : Frank Rainey (1168) (Ended Aug 11, 2016),CSNOX : Frank Rainey (1168)","CSSO2G1 : Thomas Kukosky (1169),CSOSG2 : Thomas Kukosky (1169) (Started Dec 14, 2016),CAIRNOX : Thomas Kukosky (1169) (Ended Aug 11, 2016),CSNOXOS : Thomas Kukosky (1169),ARP : Thomas Kukosky (1169),CAIROS : Thomas Kukosky (1169) (Ended Aug 11, 2016),CSNOX : Thomas Kukosky (1169)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,41.4844,-75.5403
PA,Panda Liberty Power Project,58420,CT1,,2016,ARP,3810.86,6,1448743.03,,2.882,0.0075,34.185,570940.4,9607139.558,3,,Bradford County,Electric Utility,"Panda Liberty, LLC","Panda Liberty, LLC","ARP : John D Martin (806),CSSO2G1 : John D Martin (806),CSNOX : John D Martin (806),CSOSG2 : John D Martin (806) (Started Dec 14, 2016),CSNOXOS : John D Martin (806)","ARP : John J Monahon (606732),CSSO2G1 : John J Monahon (606732),CSNOX : John J Monahon (606732),CSOSG2 : John J Monahon (606732) (Started Dec 14, 2016),CSNOXOS : John J Monahon (606732)",Phase 2,,Operating (Started 01/02/2016),"Combined cycle (Started Jan 02, 2016)",Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,41.7674,-76.3899
PA,Panda Liberty Power Project,58420,CT2,,2016,ARP,2065.49,5,763786.23,,1.536,0.0077,17.739,304222.268,5119109.526,3,,Bradford County,Electric Utility,"Panda Liberty, LLC","Panda Liberty, LLC","ARP : John D Martin (806),CSOSG2 : John D Martin (806) (Started Dec 14, 2016),CSSO2G1 : John D Martin (806),CSNOXOS : John D Martin (806),CSNOX : John D Martin (806)","ARP : John J Monahon (606732),CSOSG2 : John J Monahon (606732) (Started Dec 14, 2016),CSSO2G1 : John J Monahon (606732),CSNOXOS : John J Monahon (606732),CSNOX : John J Monahon (606732)",Phase 2,,Operating (Started 02/02/2016),"Combined cycle (Started Feb 02, 2016)",Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,41.7674,-76.3899
PA,Panda Patriot Generation Plant,58426,CT1,,2016,ARP,3259.48,5,1303630.99,,2.486,0.0073,28.273,492435.676,8286138.509,3,,Lycoming County,Electric Utility,Panda Patriot LLC,Panda Patriot LLC,"CSNOX : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),ARP : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),CSSO2G1 : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),CSOSG2 : Joseph C Lloyd III (603825) (Started Dec 14, 2016),CSNOXOS : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016)","CSNOX : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),ARP : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),CSSO2G1 : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),CSOSG2 : Phil Cyrus (608229) (Started Dec 14, 2016),CSNOXOS : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016)",Phase 2,,Operating (Started 03/04/2016),"Combined cycle (Started Mar 04, 2016)",Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,41.8083,-76.8392
PA,Panda Patriot Generation Plant,58426,CT2,,2016,ARP,3223.52,5,1290283.06,,2.456,0.0077,28.615,486499.636,8186321.344,3,,Lycoming County,Electric Utility,Panda Patriot LLC,Panda Patriot LLC,"ARP : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),CSSO2G1 : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),CSOSG2 : Joseph C Lloyd III (603825) (Started Dec 14, 2016),CSNOX : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016),CSNOXOS : John D Martin (806) (Ended Jan 28, 2016)<br>Joseph C Lloyd III (603825) (Started Jan 28, 2016)","ARP : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),CSSO2G1 : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),CSOSG2 : Phil Cyrus (608229) (Started Dec 14, 2016),CSNOX : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016),CSNOXOS : Joseph C Lloyd III (603825) (Ended Jan 28, 2016)<br>Phil Cyrus (608229) (Started Jan 28, 2016)",Phase 2,,Operating (Started 03/24/2016),"Combined cycle (Started Mar 24, 2016)",Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,41.8083,-76.8392
PA,Portland,3113,5,,2016,ARP,24.94,12,3008.55,,0.359,0.4327,4.797,2834.386,34930.596,3,MAAC,Northampton County,Electric Utility,NRG REMA LLC,NRG REMA LLC,"CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOXOS : Mark A Gouveia (1427),CSNOX : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016)","CAIRNOX : Jeffrey A Marks (606941) (Ended Aug 11, 2016),CSNOXOS : Jeffrey A Marks (606941),CSNOX : Jeffrey A Marks (606941),MATS : Jeffrey A Marks (606941),ARP : Jeffrey A Marks (606941),CSSO2G1 : Jeffrey A Marks (606941),CSOSG2 : Jeffrey A Marks (606941) (Started Dec 14, 2016),CAIROS : Jeffrey A Marks (606941) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,40.91,-75.0789
PA,Scrubgrass Generating Plant,50974,1,,2016,ARP,7741.23,12,,2128990.38,558.163,0.1457,269.252,404436.978,3800403.866,3,,Venango County,Small Power Producer,Scrubgrass Generating Company,Scrubgrass Generating Company,"CAIROS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Aug 11, 2016),CSNOX : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),MATS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CSSO2G1 : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CSOSG2 : Richard D Grubb (1182) (Started Dec 14, 2016),ARP : Steven DiCarlo (601496) (Started Feb 10, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CAIRSO2 : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Mar 02, 2016),CSNOXOS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CAIRNOX : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Aug 11, 2016)","CAIROS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Aug 11, 2016),CSNOX : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),MATS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CSSO2G1 : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CSOSG2 : Daniel Traynor (603749) (Started Dec 14, 2016),ARP : Daniel Traynor (603749) (Started Feb 10, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CAIRSO2 : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Feb 12, 2016),CSNOXOS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CAIRNOX : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Aug 11, 2016)",Phase 2,,Operating,Circulating fluidized bed boiler,Coal,,Dry Lime FGD,Selective Non-catalytic Reduction,,,41.2678,-79.8114
PA,Scrubgrass Generating Plant,50974,2,,2016,ARP,7219.92,12,,1988356.92,558.518,0.1567,277.921,378191.487,3553786.55,3,,Venango County,Small Power Producer,Scrubgrass Generating Company,Scrubgrass Generating Company,"MATS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CAIRSO2 : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Mar 02, 2016),CSNOX : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CSNOXOS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CSSO2G1 : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016),CAIROS : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Aug 11, 2016),CSOSG2 : Richard D Grubb (1182) (Started Dec 14, 2016),CAIRNOX : Joseph Ruggiero (602199) (Ended Jan 29, 2016)<br>Steven DiCarlo (601496) (Started Jan 29, 2016) (Ended Aug 11, 2016),ARP : Steven DiCarlo (601496) (Started Feb 10, 2016) (Ended Oct 26, 2016)<br>Daniel Traynor (603749) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Richard D Grubb (1182) (Started Oct 27, 2016)","MATS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CAIRSO2 : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Feb 12, 2016),CSNOX : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CSNOXOS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CSSO2G1 : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016),CAIROS : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Aug 11, 2016),CSOSG2 : Daniel Traynor (603749) (Started Dec 14, 2016),CAIRNOX : Steven DiCarlo (601496) (Ended Jan 29, 2016)<br>Daniel Traynor (603749) (Started Jan 29, 2016) (Ended Aug 11, 2016),ARP : Daniel Traynor (603749) (Started Feb 10, 2016) (Ended Oct 26, 2016)<br>Richard D Grubb (1182) (Started Oct 26, 2016) (Ended Oct 27, 2016)<br>Daniel Traynor (603749) (Started Nov 07, 2016)",Phase 2,,Operating,Circulating fluidized bed boiler,Coal,,Dry Lime FGD,Selective Non-catalytic Reduction,,,41.2678,-79.8114
PA,Seward,3130,1,CS1,2016,ARP,6479.93,12,,1.02E+07,3529.209,0.1099,830.964,1495354.352,1.46E+07,3,MAAC,Indiana County,Electric Utility,"NRG Wholesale Generation LP, Seward Generation, LLC","NRG Wholesale Generation LP, Seward Generation, LLC","CSSO2G1 : Alan R Metzler (607334),MATS : Alan R Metzler (607334) (Started Apr 19, 2016),CSOSG2 : Alan R Metzler (607334) (Started Dec 14, 2016),CSNOXOS : Alan R Metzler (607334),CSNOX : Alan R Metzler (607334),CAIROS : Alan R Metzler (607334) (Ended Aug 11, 2016),CAIRNOX : Alan R Metzler (607334) (Ended Aug 11, 2016),ARP : Alan R Metzler (607334)","CSSO2G1 : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),MATS : David Gutowski (603287) (Started Apr 19, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CSOSG2 : Zacchary T Keslar (608430) (Started Dec 14, 2016),CSNOXOS : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CSNOX : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CAIROS : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016) (Ended Aug 11, 2016),CAIRNOX : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016) (Ended Aug 11, 2016),ARP : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016)",Phase 2,,Operating,Circulating fluidized bed boiler,Coal Refuse,,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,40.4081,-79.0339
PA,Seward,3130,2,CS1,2016,ARP,6808.03,12,,1.11E+07,3773.717,0.111,914.776,1635249.952,1.59E+07,3,MAAC,Indiana County,Electric Utility,"NRG Wholesale Generation LP, Seward Generation, LLC","NRG Wholesale Generation LP, Seward Generation, LLC","CAIROS : Alan R Metzler (607334) (Ended Aug 11, 2016),CSSO2G1 : Alan R Metzler (607334),CSNOXOS : Alan R Metzler (607334),CAIRNOX : Alan R Metzler (607334) (Ended Aug 11, 2016),CSNOX : Alan R Metzler (607334),CSOSG2 : Alan R Metzler (607334) (Started Dec 14, 2016),ARP : Alan R Metzler (607334),MATS : Alan R Metzler (607334) (Started Apr 19, 2016)","CAIROS : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016) (Ended Aug 11, 2016),CSSO2G1 : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CSNOXOS : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CAIRNOX : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016) (Ended Aug 11, 2016),CSNOX : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),CSOSG2 : Zacchary T Keslar (608430) (Started Dec 14, 2016),ARP : Mark A Gouveia (1427) (Ended Mar 15, 2016)<br>David Gutowski (603287) (Started Mar 15, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016),MATS : David Gutowski (603287) (Started Apr 19, 2016) (Ended Jul 25, 2016)<br>Zacchary T Keslar (608430) (Started Jul 25, 2016)",Phase 2,,Operating,Circulating fluidized bed boiler,Coal Refuse,,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,40.4081,-79.0339
PA,Shawville,3131,1,,2016,ARP,854.88,12,70190.47,,2.691,0.0794,33.923,46196.131,779296.935,3,MAAC,Clearfield County,Electric Utility,NRG REMA LLC,NRG REMA LLC,"CSNOX : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427) (Ended Dec 21, 2016),ARP : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSSO2G1 : Mark A Gouveia (1427),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016)","CSNOX : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSNOXOS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),MATS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016) (Ended Dec 21, 2016),ARP : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CAIROS : Murray W Kohan (606937) (Ended Aug 11, 2016),CSSO2G1 : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CAIRNOX : Murray W Kohan (606937) (Ended Aug 11, 2016),CSOSG2 : Ian Cuthbertson (2852) (Started Dec 14, 2016)",Table 1,Phase 1 Group 1,Operating,Dry bottom wall-fired boiler,"Coal, Pipeline Natural Gas",Pipeline Natural Gas,,Low NOx Burner Technology (Dry Bottom only)<br>Selective Non-catalytic Reduction,Electrostatic Precipitator,,41.067,-78.3656
PA,Shawville,3131,2,,2016,ARP,554.54,12,34544.47,,0.605,0.0778,18.765,25747.42,434320.782,3,MAAC,Clearfield County,Electric Utility,NRG REMA LLC,NRG REMA LLC,"CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSNOX : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),ARP : Mark A Gouveia (1427),CSSO2G1 : Mark A Gouveia (1427),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016),CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),MATS : Mark A Gouveia (1427) (Ended Dec 21, 2016)","CAIROS : Murray W Kohan (606937) (Ended Aug 11, 2016),CSNOX : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSNOXOS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),ARP : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSSO2G1 : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSOSG2 : Ian Cuthbertson (2852) (Started Dec 14, 2016),CAIRNOX : Murray W Kohan (606937) (Ended Aug 11, 2016),MATS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016) (Ended Dec 21, 2016)",Table 1,Phase 1 Group 1,Operating,Dry bottom wall-fired boiler,"Coal, Pipeline Natural Gas",Pipeline Natural Gas,,Low NOx Burner Technology (Dry Bottom only)<br>Selective Non-catalytic Reduction,Electrostatic Precipitator,,41.067,-78.3656
PA,Shawville,3131,3,CS1,2016,ARP,750.24,12,80554.45,,2.525,0.0718,34.282,50020.164,843804.62,3,MAAC,Clearfield County,Electric Utility,NRG REMA LLC,NRG REMA LLC,"CAIRNOX : Mark A Gouveia (1427) (Ended Aug 11, 2016),ARP : Mark A Gouveia (1427),CAIROS : Mark A Gouveia (1427) (Ended Aug 11, 2016),CSSO2G1 : Mark A Gouveia (1427),CSNOXOS : Mark A Gouveia (1427),CSNOX : Mark A Gouveia (1427),MATS : Mark A Gouveia (1427) (Ended Dec 21, 2016),CSOSG2 : Mark A Gouveia (1427) (Started Dec 14, 2016)","CAIRNOX : Murray W Kohan (606937) (Ended Aug 11, 2016),ARP : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CAIROS : Murray W Kohan (606937) (Ended Aug 11, 2016),CSSO2G1 : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSNOXOS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),CSNOX : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016),MATS : Murray W Kohan (606937) (Ended Aug 22, 2016)<br>Ian Cuthbertson (2852) (Started Aug 22, 2016) (Ended Dec 21, 2016),CSOSG2 : Ian Cuthbertson (2852) (Started Dec 14, 2016)",Table 1,Phase 1 Group 1,Operating,Tangentially-fired,"Coal, Pipeline Natural Gas",Pipeline Natural Gas,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Non-catalytic Reduction,Electrostatic Precipitator,,41.067,-78.3656
